SK_ID_CURR,TARGET
100001,0.05622292945838997
100005,0.11956150574439266
100042,0.04033983074875194
100065,0.053252466285281186
100066,0.008682229648210745
100074,0.056191358615061984
100090,0.01996408143191322
100170,0.11543733338278622
100172,0.05424759051058168
100382,0.11316468717359984
100399,0.04341003362989246
100446,0.04793877196926338
100447,0.019290551401795898
100484,0.00821113126307438
100512,0.035156697837751626
100517,0.06327036420724937
100592,0.027940929488263093
100617,0.11115811106720484
100618,0.06741959751368796
100625,0.07374732220166566
100677,0.15395636439459795
100711,0.04090766129395078
100740,0.1186798596647847
100772,0.019288923111741595
100791,0.023596547275580818
100792,0.009734590450595557
100797,0.02147563196590918
100826,0.03104487427572908
100836,0.1277371585221386
100872,0.0719256194455638
100983,0.28250948860478986
101055,0.06187718828144542
101087,0.035350411945274815
101090,0.08684751624348154
101125,0.08005070266667214
101128,0.026502778895743987
101243,0.03517828880454901
101244,0.1559334495634869
101362,0.04963245024311337
101412,0.056481952998652864
101449,0.040438867520306156
101478,0.15527299985026477
101548,0.09288341303777935
101580,0.12773525266543664
101602,0.05934634396157076
101667,0.10257236565585329
101678,0.09727815836903488
101700,0.5315815795058882
101715,0.19722216517012467
101759,0.06885291308088232
101764,0.14470822026137248
101878,0.11690835843996063
101887,0.03160545933348587
101971,0.028117818967925687
102113,0.04412802472989867
102123,0.0133107452528752
102126,0.22347137687767563
102147,0.11313462317742505
102151,0.02982999613886831
102174,0.026747169455212553
102221,0.024520717434473836
102262,0.14283665683823782
102286,0.13763487750956382
102293,0.012185469395249799
102374,0.03969882283506514
102449,0.09765973816006175
102522,0.034942529051187804
102562,0.007534177271705265
102597,0.09721799653572262
102652,0.018029943317419167
102731,0.017827371214467303
102770,0.019914445426634043
102898,0.247348653716669
102933,0.04133902180279223
102935,0.011757681326534894
102982,0.006196270743506628
103004,0.023158085591704396
103025,0.14790782631601607
103062,0.08627449886077167
103132,0.030982297396343523
103147,0.0795091152879387
103196,0.04116777881643352
103230,0.20339145692327007
103231,0.12910035519307275
103319,0.028317159832153098
103334,0.1038301706322203
103336,0.05713660385307824
103541,0.10336998418670638
103591,0.08380934238161757
103614,0.02869530335011764
103648,0.060836636489351795
103784,0.07024024567026545
103824,0.015936359512035925
103851,0.029823103176148787
103876,0.02059354184397578
103908,0.048908418276374765
103914,0.06743256223144292
103918,0.075595284935063
103940,0.034273397124925
103980,0.06192492500291555
104044,0.03843704048985319
104051,0.06358068305234853
104089,0.03047989051910334
104110,0.27912172525297685
104206,0.03738949209265194
104295,0.03918329835466304
104297,0.03238548441782635
104298,0.07638133350100926
104391,0.038623362320235645
104394,0.039462852934631684
104402,0.014846935969271778
104424,0.11817135446142353
104460,0.042257091480917004
104528,0.05753285296934587
104610,0.03540750551190697
104620,0.050080309552637266
104639,0.05712799778998596
104652,0.01629166881048181
104767,0.02553384719300302
104830,0.05233677182508721
104861,0.038380051914492216
104880,0.04063611764032949
104930,0.0426533045997394
104969,0.05991990430413076
104972,0.3617647958213614
105035,0.23066603520533532
105091,0.04085393209935048
105101,0.05082199143267414
105142,0.09485412399977237
105168,0.04869372420916312
105282,0.02778021939690874
105332,0.04759129778529564
105333,0.029450582116372633
105345,0.0605769159555393
105377,0.05455700886811302
105390,0.024342101504679334
105425,0.19774094479083051
105529,0.03864259538212711
105558,0.047366272207737745
105574,0.012992130987998634
105630,0.02423604212620149
105657,0.02288040016968299
105678,0.18491933472063152
105706,0.037525006492616246
105712,0.019744845773561844
105735,0.01587687523570541
105737,0.015519149892541934
105738,0.09706018475407706
105744,0.05604685767486349
105824,0.09895795219980587
105856,0.03262876564971526
105979,0.035527929442494825
106011,0.016592167676098345
106013,0.0971602085874882
106032,0.018406435686724988
106035,0.411686516807456
106053,0.06052035855285821
106083,0.09765464069709383
106101,0.02320988729169813
106155,0.12791148985958434
106199,0.08552964224141713
106216,0.04998284597354802
106256,0.056845950805527914
106264,0.012329105724293426
106276,0.015867883913843077
106286,0.13903509893029045
106311,0.05743768598657059
106334,0.04047542332791386
106346,0.08700618839694815
106347,0.02137803936100828
106387,0.06034881887011833
106411,0.07099056036213791
106413,0.35279506674021965
106550,0.13889881756842856
106624,0.07555226239165345
106631,0.010342311048983518
106712,0.08508173329838833
106724,0.05276632973725871
106798,0.039282738908020746
106810,0.07022016870137508
106817,0.04482573233282794
106854,0.5087673419425556
106873,0.050081861607615755
106907,0.09167398106668039
106931,0.02744040515134392
107013,0.01637624716446625
107023,0.04030665458470796
107037,0.06405110537238067
107145,0.11541721988747422
107245,0.031015216222523696
107247,0.04159217172885727
107259,0.02564772698343752
107285,0.05086791925044424
107406,0.05220230362012677
107418,0.11465854005862526
107534,0.1083743137515916
107535,0.055193978807864114
107556,0.02269345016446745
